parameter,value,unit,period_from_utc,period_to_utc,summary_min,summary_max,coverage_percent,coverage_observed_count
bc,1.42,µg/m³,2021-10-26T22:00:00Z,2021-10-27T22:00:00Z,0.7900000214576721,2.4000000953674316,100.0,24
bc,1.5,µg/m³,2021-10-27T22:00:00Z,2021-10-28T22:00:00Z,0.5400000214576721,2.9200000762939453,100.0,24
bc,1.8,µg/m³,2021-10-28T22:00:00Z,2021-10-29T22:00:00Z,1.7400000095367432,1.8700000047683716,8.0,2
bc,1.83,µg/m³,2021-10-29T22:00:00Z,2021-10-30T22:00:00Z,0.9300000071525574,4.739999771118164,92.0,22
bc,1.47,µg/m³,2021-10-30T22:00:00Z,2021-10-31T23:00:00Z,0.9100000262260437,2.609999895095825,96.0,23
bc,1.82,µg/m³,2021-10-31T23:00:00Z,2021-11-01T23:00:00Z,1.0,4.829999923706055,92.0,22
bc,2.65,µg/m³,2021-11-01T23:00:00Z,2021-11-02T23:00:00Z,1.2799999713897705,8.539999961853027,100.0,24
bc,1.39,µg/m³,2021-11-02T23:00:00Z,2021-11-03T23:00:00Z,0.800000011920929,2.25,100.0,24
bc,1.29,µg/m³,2021-11-03T23:00:00Z,2021-11-04T23:00:00Z,0.8799999952316284,2.2699999809265137,100.0,24
bc,0.825,µg/m³,2021-11-04T23:00:00Z,2021-11-05T23:00:00Z,0.4699999988079071,1.7200000286102295,100.0,24
bc,1.09,µg/m³,2021-11-05T23:00:00Z,2021-11-06T23:00:00Z,0.41999998688697815,5.320000171661377,100.0,24
bc,1.31,µg/m³,2021-11-06T23:00:00Z,2021-11-07T23:00:00Z,0.8700000047683716,2.259999990463257,100.0,24
bc,0.976,µg/m³,2021-11-07T23:00:00Z,2021-11-08T23:00:00Z,0.46000000834465027,1.909999966621399,100.0,24
bc,1.3,µg/m³,2021-11-08T23:00:00Z,2021-11-09T23:00:00Z,0.4300000071525574,3.4600000381469727,100.0,24
bc,2.53,µg/m³,2021-11-09T23:00:00Z,2021-11-10T23:00:00Z,1.1799999475479126,7.28000020980835,100.0,24
bc,2.69,µg/m³,2021-11-10T23:00:00Z,2021-11-11T23:00:00Z,1.2699999809265137,5.760000228881836,100.0,24
bc,3.33,µg/m³,2021-11-11T23:00:00Z,2021-11-12T23:00:00Z,1.3799999952316284,7.440000057220459,100.0,24
bc,2.39,µg/m³,2021-11-12T23:00:00Z,2021-11-13T23:00:00Z,1.2899999618530273,6.579999923706055,100.0,24
bc,2.53,µg/m³,2021-11-13T23:00:00Z,2021-11-14T23:00:00Z,1.8600000143051147,3.640000104904175,100.0,24
bc,2.54,µg/m³,2021-11-14T23:00:00Z,2021-11-15T23:00:00Z,1.7300000190734863,3.4100000858306885,100.0,24
bc,2.5,µg/m³,2021-11-15T23:00:00Z,2021-11-16T23:00:00Z,1.6799999475479126,4.139999866485596,100.0,24
bc,2.53,µg/m³,2021-11-16T23:00:00Z,2021-11-17T23:00:00Z,1.7699999809265137,3.490000009536743,100.0,24
bc,1.1,µg/m³,2021-11-17T23:00:00Z,2021-11-18T23:00:00Z,0.7699999809265137,2.299999952316284,100.0,24
bc,0.729,µg/m³,2021-11-18T23:00:00Z,2021-11-19T23:00:00Z,0.4699999988079071,1.4600000381469727,100.0,24
bc,0.601,µg/m³,2021-11-19T23:00:00Z,2021-11-20T23:00:00Z,0.25,1.0700000524520874,100.0,24
bc,0.892,µg/m³,2021-11-20T23:00:00Z,2021-11-21T23:00:00Z,0.4000000059604645,1.4600000381469727,100.0,24
bc,1.4,µg/m³,2021-11-21T23:00:00Z,2021-11-22T23:00:00Z,0.8500000238418579,2.9000000953674316,100.0,24
bc,1.23,µg/m³,2021-11-22T23:00:00Z,2021-11-23T23:00:00Z,0.5400000214576721,2.140000104904175,100.0,24
bc,1.31,µg/m³,2021-11-23T23:00:00Z,2021-11-24T23:00:00Z,0.5699999928474426,2.4100000858306885,100.0,24
bc,2.05,µg/m³,2021-11-24T23:00:00Z,2021-11-25T23:00:00Z,1.3899999856948853,3.859999895095825,100.0,24
bc,2.07,µg/m³,2021-11-25T23:00:00Z,2021-11-26T23:00:00Z,1.1200000047683716,4.800000190734863,100.0,24
bc,3.19,µg/m³,2021-11-26T23:00:00Z,2021-11-27T23:00:00Z,1.8200000524520874,9.09000015258789,100.0,24
bc,1.94,µg/m³,2021-11-27T23:00:00Z,2021-11-28T23:00:00Z,1.940000057220459,1.940000057220459,4.0,1
bc,1.85,µg/m³,2021-11-28T23:00:00Z,2021-11-29T23:00:00Z,1.190000057220459,2.6500000953674316,96.0,23
bc,1.31,µg/m³,2021-11-29T23:00:00Z,2021-11-30T23:00:00Z,0.6600000262260437,2.1700000762939453,100.0,24
bc,2.13,µg/m³,2021-11-30T23:00:00Z,2021-12-01T23:00:00Z,0.6000000238418579,5.929999828338623,100.0,24
bc,1.11,µg/m³,2021-12-01T23:00:00Z,2021-12-02T23:00:00Z,0.5199999809265137,2.4000000953674316,100.0,24
bc,1.61,µg/m³,2021-12-02T23:00:00Z,2021-12-03T23:00:00Z,0.6899999976158142,3.569999933242798,100.0,24
bc,2.22,µg/m³,2021-12-03T23:00:00Z,2021-12-04T23:00:00Z,0.9300000071525574,5.039999961853027,100.0,24
bc,3.27,µg/m³,2021-12-04T23:00:00Z,2021-12-05T23:00:00Z,2.0899999141693115,4.53000020980835,100.0,24
bc,2.28,µg/m³,2021-12-05T23:00:00Z,2021-12-06T23:00:00Z,1.399999976158142,3.9100000858306885,100.0,24
bc,1.71,µg/m³,2021-12-06T23:00:00Z,2021-12-07T23:00:00Z,0.9900000095367432,2.759999990463257,88.0,21
bc,2.04,µg/m³,2021-12-07T23:00:00Z,2021-12-08T23:00:00Z,1.0299999713897705,3.299999952316284,100.0,24
bc,2.93,µg/m³,2021-12-08T23:00:00Z,2021-12-09T23:00:00Z,1.7999999523162842,6.449999809265137,92.0,22
bc,2.88,µg/m³,2021-12-09T23:00:00Z,2021-12-10T23:00:00Z,2.25,4.460000038146973,46.0,11
bc,7.85,µg/m³,2021-12-12T23:00:00Z,2021-12-13T23:00:00Z,4.059999942779541,11.020000457763672,58.0,14
bc,8.41,µg/m³,2021-12-13T23:00:00Z,2021-12-14T23:00:00Z,4.260000228881836,21.479999542236328,63.0,15
bc,2.85,µg/m³,2021-12-14T23:00:00Z,2021-12-15T23:00:00Z,2.240000009536743,3.8499999046325684,58.0,14
bc,0.758,µg/m³,2021-12-16T23:00:00Z,2021-12-17T23:00:00Z,0.5199999809265137,1.100000023841858,75.0,18
bc,0.985,µg/m³,2021-12-17T23:00:00Z,2021-12-18T23:00:00Z,0.5299999713897705,1.5399999618530273,100.0,24
bc,0.71,µg/m³,2021-12-18T23:00:00Z,2021-12-19T23:00:00Z,0.2800000011920929,2.4200000762939453,100.0,24
bc,0.987,µg/m³,2021-12-19T23:00:00Z,2021-12-20T23:00:00Z,0.5099999904632568,3.4800000190734863,100.0,24
bc,1.43,µg/m³,2021-12-20T23:00:00Z,2021-12-21T23:00:00Z,0.6000000238418579,3.4200000762939453,92.0,22
bc,3.07,µg/m³,2021-12-21T23:00:00Z,2021-12-22T23:00:00Z,1.3799999952316284,11.779999732971191,100.0,24
bc,4.26,µg/m³,2021-12-22T23:00:00Z,2021-12-23T23:00:00Z,2.4800000190734863,10.1899995803833,100.0,24
bc,2.07,µg/m³,2021-12-23T23:00:00Z,2021-12-24T23:00:00Z,1.0,4.03000020980835,100.0,24
bc,2.25,µg/m³,2021-12-24T23:00:00Z,2021-12-25T23:00:00Z,0.38999998569488525,5.070000171661377,100.0,24
bc,6.22,µg/m³,2021-12-25T23:00:00Z,2021-12-26T23:00:00Z,2.0799999237060547,19.489999771118164,100.0,24
bc,2.91,µg/m³,2021-12-26T23:00:00Z,2021-12-27T23:00:00Z,1.6699999570846558,5.550000190734863,100.0,24
bc,2.06,µg/m³,2021-12-27T23:00:00Z,2021-12-28T23:00:00Z,2.059999942779541,2.059999942779541,4.0,1
bc,4.95,µg/m³,2021-12-28T23:00:00Z,2021-12-29T23:00:00Z,1.899999976158142,14.529999732971191,96.0,23
bc,3.98,µg/m³,2021-12-29T23:00:00Z,2021-12-30T23:00:00Z,2.2300000190734863,8.350000381469727,100.0,24
bc,0.9,µg/m³,2021-12-30T23:00:00Z,2021-12-31T23:00:00Z,0.4000000059604645,1.8899999856948853,100.0,24
bc,0.839,µg/m³,2021-12-31T23:00:00Z,2022-01-01T23:00:00Z,0.28999999165534973,2.200000047683716,100.0,24
bc,1.45,µg/m³,2022-01-01T23:00:00Z,2022-01-02T23:00:00Z,0.7900000214576721,2.9800000190734863,92.0,22
