parameter,value,unit,period_from_utc,period_to_utc,summary_min,summary_max,coverage_percent,coverage_observed_count
bc,1.6,µg/m³,2021-02-28T23:00:00Z,2021-03-01T23:00:00Z,1.1399999856948853,2.369999885559082,46.0,11
bc,0.429,µg/m³,2021-03-01T23:00:00Z,2021-03-02T23:00:00Z,0.0,1.8200000524520874,42.0,10
bc,2.63,µg/m³,2021-03-11T23:00:00Z,2021-03-12T23:00:00Z,0.9300000071525574,8.569999694824219,58.0,14
bc,1.25,µg/m³,2021-03-12T23:00:00Z,2021-03-13T23:00:00Z,0.4099999964237213,2.569999933242798,100.0,24
bc,0.702,µg/m³,2021-03-13T23:00:00Z,2021-03-14T23:00:00Z,0.4099999964237213,1.1799999475479126,100.0,24
bc,2.83,µg/m³,2021-03-14T23:00:00Z,2021-03-15T23:00:00Z,0.4699999988079071,5.130000114440918,79.0,19
bc,3.01,µg/m³,2021-03-15T23:00:00Z,2021-03-16T23:00:00Z,2.7100000381469727,3.369999885559082,29.0,7
bc,2.14,µg/m³,2021-03-16T23:00:00Z,2021-03-17T23:00:00Z,1.7300000190734863,2.700000047683716,83.0,20
bc,2.6,µg/m³,2021-03-17T23:00:00Z,2021-03-18T23:00:00Z,1.9299999475479126,5.71999979019165,96.0,23
bc,2.73,µg/m³,2021-03-18T23:00:00Z,2021-03-19T23:00:00Z,1.7400000095367432,5.429999828338623,100.0,24
bc,2.65,µg/m³,2021-03-19T23:00:00Z,2021-03-20T23:00:00Z,1.8300000429153442,5.619999885559082,100.0,24
bc,2.57,µg/m³,2021-03-20T23:00:00Z,2021-03-21T23:00:00Z,1.6100000143051147,3.6700000762939453,100.0,24
bc,2.65,µg/m³,2021-03-21T23:00:00Z,2021-03-22T23:00:00Z,1.4900000095367432,5.800000190734863,100.0,24
bc,2.31,µg/m³,2021-03-22T23:00:00Z,2021-03-23T23:00:00Z,1.5299999713897705,4.150000095367432,96.0,23
bc,2.57,µg/m³,2021-03-23T23:00:00Z,2021-03-24T23:00:00Z,1.649999976158142,4.349999904632568,75.0,18
bc,2.55,µg/m³,2021-03-24T23:00:00Z,2021-03-25T23:00:00Z,1.559999942779541,3.9800000190734863,96.0,23
bc,2.63,µg/m³,2021-03-25T23:00:00Z,2021-03-26T23:00:00Z,1.909999966621399,4.429999828338623,83.0,20
bc,2.39,µg/m³,2021-03-26T23:00:00Z,2021-03-27T23:00:00Z,1.600000023841858,3.2699999809265137,83.0,20
bc,3.19,µg/m³,2021-03-27T23:00:00Z,2021-03-28T22:00:00Z,1.590000033378601,8.699999809265137,54.0,13
bc,2.69,µg/m³,2021-03-28T22:00:00Z,2021-03-29T22:00:00Z,1.9800000190734863,6.980000019073486,92.0,22
bc,2.66,µg/m³,2021-03-29T22:00:00Z,2021-03-30T22:00:00Z,1.5700000524520874,5.699999809265137,92.0,22
bc,2.94,µg/m³,2021-03-30T22:00:00Z,2021-03-31T22:00:00Z,1.440000057220459,8.829999923706055,83.0,20
bc,1.73,µg/m³,2021-03-31T22:00:00Z,2021-04-01T22:00:00Z,1.4700000286102295,2.059999942779541,29.0,7
bc,1.62,µg/m³,2021-04-01T22:00:00Z,2021-04-02T22:00:00Z,1.6200000047683716,1.6200000047683716,4.0,1
bc,2.07,µg/m³,2021-04-02T22:00:00Z,2021-04-03T22:00:00Z,1.6299999952316284,3.059999942779541,63.0,15
bc,1.96,µg/m³,2021-04-03T22:00:00Z,2021-04-04T22:00:00Z,1.809999942779541,2.25,29.0,7
bc,2.03,µg/m³,2021-04-04T22:00:00Z,2021-04-05T22:00:00Z,1.4199999570846558,3.5799999237060547,96.0,23
bc,2.08,µg/m³,2021-04-05T22:00:00Z,2021-04-06T22:00:00Z,1.4500000476837158,4.090000152587891,92.0,22
bc,2.2,µg/m³,2021-04-06T22:00:00Z,2021-04-07T22:00:00Z,1.7400000095367432,2.819999933242798,92.0,22
bc,2.14,µg/m³,2021-04-07T22:00:00Z,2021-04-08T22:00:00Z,1.7899999618530273,2.7200000286102295,88.0,21
bc,2.81,µg/m³,2021-04-08T22:00:00Z,2021-04-09T22:00:00Z,2.380000114440918,3.930000066757202,42.0,10
bc,2.69,µg/m³,2021-04-09T22:00:00Z,2021-04-10T22:00:00Z,1.8899999856948853,3.359999895095825,83.0,20
bc,2.75,µg/m³,2021-04-10T22:00:00Z,2021-04-11T22:00:00Z,1.9199999570846558,3.2799999713897705,63.0,15
bc,2.04,µg/m³,2021-04-11T22:00:00Z,2021-04-12T22:00:00Z,1.7400000095367432,2.619999885559082,92.0,22
bc,1.92,µg/m³,2021-04-12T22:00:00Z,2021-04-13T22:00:00Z,1.559999942779541,2.7300000190734863,79.0,19
bc,2.1,µg/m³,2021-04-13T22:00:00Z,2021-04-14T22:00:00Z,1.8200000524520874,2.319999933242798,42.0,10
bc,2.12,µg/m³,2021-04-14T22:00:00Z,2021-04-15T22:00:00Z,1.649999976158142,2.75,96.0,23
bc,2.03,µg/m³,2021-04-15T22:00:00Z,2021-04-16T22:00:00Z,1.7899999618530273,2.4600000381469727,54.0,13
bc,2.95,µg/m³,2021-04-16T22:00:00Z,2021-04-17T22:00:00Z,1.809999942779541,4.449999809265137,83.0,20
bc,2.95,µg/m³,2021-04-17T22:00:00Z,2021-04-18T22:00:00Z,2.140000104904175,3.759999990463257,92.0,22
bc,2.59,µg/m³,2021-04-18T22:00:00Z,2021-04-19T22:00:00Z,1.7300000190734863,4.039999961853027,96.0,23
bc,2.49,µg/m³,2021-04-19T22:00:00Z,2021-04-20T22:00:00Z,1.6100000143051147,4.110000133514404,96.0,23
bc,2.61,µg/m³,2021-04-20T22:00:00Z,2021-04-21T22:00:00Z,2.0799999237060547,2.9700000286102295,25.0,6
bc,1.82,µg/m³,2021-04-21T22:00:00Z,2021-04-22T22:00:00Z,1.3799999952316284,2.940000057220459,88.0,21
bc,2.07,µg/m³,2021-04-22T22:00:00Z,2021-04-23T22:00:00Z,1.5299999713897705,2.799999952316284,92.0,22
bc,2.32,µg/m³,2021-04-23T22:00:00Z,2021-04-24T22:00:00Z,1.7599999904632568,3.0199999809265137,58.0,14
bc,0.81,µg/m³,2021-04-26T22:00:00Z,2021-04-27T22:00:00Z,0.4099999964237213,1.4600000381469727,38.0,9
bc,0.799,µg/m³,2021-04-27T22:00:00Z,2021-04-28T22:00:00Z,0.4699999988079071,1.309999942779541,100.0,24
bc,1.64,µg/m³,2021-04-28T22:00:00Z,2021-04-29T22:00:00Z,0.8799999952316284,3.130000114440918,67.0,16
bc,0.771,µg/m³,2021-04-29T22:00:00Z,2021-04-30T22:00:00Z,0.3400000035762787,3.140000104904175,63.0,15
bc,1.0,µg/m³,2021-04-30T22:00:00Z,2021-05-01T22:00:00Z,0.8199999928474426,1.4299999475479126,58.0,14
bc,0.592,µg/m³,2021-05-02T22:00:00Z,2021-05-03T22:00:00Z,0.27000001072883606,1.399999976158142,92.0,22
bc,0.655,µg/m³,2021-05-03T22:00:00Z,2021-05-04T22:00:00Z,0.3700000047683716,0.8100000023841858,25.0,6
bc,0.562,µg/m³,2021-05-04T22:00:00Z,2021-05-05T22:00:00Z,0.27000001072883606,1.3300000429153442,96.0,23
bc,0.529,µg/m³,2021-05-05T22:00:00Z,2021-05-06T22:00:00Z,0.25999999046325684,1.659999966621399,96.0,23
bc,0.827,µg/m³,2021-05-06T22:00:00Z,2021-05-07T22:00:00Z,0.47999998927116394,1.350000023841858,100.0,24
bc,0.762,µg/m³,2021-05-07T22:00:00Z,2021-05-08T22:00:00Z,0.25999999046325684,3.7300000190734863,92.0,22
bc,1.29,µg/m³,2021-05-08T22:00:00Z,2021-05-09T22:00:00Z,1.1100000143051147,1.4800000190734863,8.0,2
bc,0.444,µg/m³,2021-05-09T22:00:00Z,2021-05-10T22:00:00Z,0.2800000011920929,0.6000000238418579,67.0,16
bc,0.349,µg/m³,2021-05-10T22:00:00Z,2021-05-11T22:00:00Z,0.28999999165534973,0.41999998688697815,29.0,7
bc,0.409,µg/m³,2021-05-11T22:00:00Z,2021-05-12T22:00:00Z,0.3199999928474426,0.5099999904632568,75.0,18
bc,0.365,µg/m³,2021-05-12T22:00:00Z,2021-05-13T22:00:00Z,0.2800000011920929,0.6299999952316284,71.0,17
bc,0.59,µg/m³,2021-05-13T22:00:00Z,2021-05-14T22:00:00Z,0.36000001430511475,1.4500000476837158,21.0,5
bc,0.28,µg/m³,2021-05-14T22:00:00Z,2021-05-15T22:00:00Z,0.14000000059604645,0.6000000238418579,96.0,23
bc,0.569,µg/m³,2021-05-15T22:00:00Z,2021-05-16T22:00:00Z,0.25,1.7799999713897705,100.0,24
bc,0.344,µg/m³,2021-05-16T22:00:00Z,2021-05-17T22:00:00Z,0.0,0.8899999856948853,92.0,22
bc,0.173,µg/m³,2021-05-17T22:00:00Z,2021-05-18T22:00:00Z,0.0,0.49000000953674316,67.0,16
bc,0.35,µg/m³,2021-05-18T22:00:00Z,2021-05-19T22:00:00Z,0.14000000059604645,1.2699999809265137,50.0,12
bc,0.36,µg/m³,2021-05-19T22:00:00Z,2021-05-20T22:00:00Z,0.12999999523162842,0.7400000095367432,92.0,22
bc,0.598,µg/m³,2021-05-20T22:00:00Z,2021-05-21T22:00:00Z,0.23999999463558197,0.800000011920929,21.0,5
bc,0.466,µg/m³,2021-05-21T22:00:00Z,2021-05-22T22:00:00Z,0.23999999463558197,1.190000057220459,63.0,15
bc,0.53,µg/m³,2021-05-24T22:00:00Z,2021-05-25T22:00:00Z,0.3700000047683716,0.7900000214576721,33.0,8
bc,0.323,µg/m³,2021-05-25T22:00:00Z,2021-05-26T22:00:00Z,0.2800000011920929,0.4000000059604645,13.0,3
bc,0.46,µg/m³,2021-05-26T22:00:00Z,2021-05-27T22:00:00Z,0.2800000011920929,0.5600000023841858,17.0,4
bc,0.413,µg/m³,2021-05-27T22:00:00Z,2021-05-28T22:00:00Z,0.20999999344348907,1.2200000286102295,88.0,21
bc,0.407,µg/m³,2021-05-28T22:00:00Z,2021-05-29T22:00:00Z,0.14000000059604645,1.1299999952316284,79.0,19
bc,0.515,µg/m³,2021-05-29T22:00:00Z,2021-05-30T22:00:00Z,0.4399999976158142,0.5899999737739563,8.0,2
bc,0.333,µg/m³,2021-05-30T22:00:00Z,2021-05-31T22:00:00Z,0.14000000059604645,0.8799999952316284,75.0,18
bc,2.27,µg/m³,2021-05-31T22:00:00Z,2021-06-01T22:00:00Z,2.2699999809265137,2.2699999809265137,4.0,1
bc,0.403,µg/m³,2021-06-01T22:00:00Z,2021-06-02T22:00:00Z,0.1599999964237213,0.6899999976158142,83.0,20
bc,0.46,µg/m³,2021-06-02T22:00:00Z,2021-06-03T22:00:00Z,0.11999999731779099,1.0499999523162842,96.0,23
bc,0.459,µg/m³,2021-06-03T22:00:00Z,2021-06-04T22:00:00Z,0.1599999964237213,0.8700000047683716,38.0,9
bc,0.405,µg/m³,2021-06-04T22:00:00Z,2021-06-05T22:00:00Z,0.17000000178813934,0.7799999713897705,96.0,23
bc,0.305,µg/m³,2021-06-05T22:00:00Z,2021-06-06T22:00:00Z,0.11999999731779099,0.5899999737739563,83.0,20
bc,0.405,µg/m³,2021-06-06T22:00:00Z,2021-06-07T22:00:00Z,0.11999999731779099,1.399999976158142,83.0,20
bc,0.551,µg/m³,2021-06-07T22:00:00Z,2021-06-08T22:00:00Z,0.17000000178813934,2.0799999237060547,75.0,18
bc,0.71,µg/m³,2021-06-09T22:00:00Z,2021-06-10T22:00:00Z,0.28999999165534973,1.7999999523162842,38.0,9
bc,0.892,µg/m³,2021-06-10T22:00:00Z,2021-06-11T22:00:00Z,0.2800000011920929,1.559999942779541,63.0,15
bc,0.698,µg/m³,2021-06-11T22:00:00Z,2021-06-12T22:00:00Z,0.3700000047683716,2.190000057220459,75.0,18
bc,1.19,µg/m³,2021-06-12T22:00:00Z,2021-06-13T22:00:00Z,0.0,1.6699999570846558,92.0,22
bc,0.275,µg/m³,2021-06-13T22:00:00Z,2021-06-14T22:00:00Z,0.0,1.0399999618530273,92.0,22
bc,0.499,µg/m³,2021-06-14T22:00:00Z,2021-06-15T22:00:00Z,0.25,1.159999966621399,79.0,19
bc,0.35,µg/m³,2021-06-15T22:00:00Z,2021-06-16T22:00:00Z,0.3100000023841858,0.3700000047683716,13.0,3
bc,0.327,µg/m³,2021-06-16T22:00:00Z,2021-06-17T22:00:00Z,0.25,0.44999998807907104,29.0,7
bc,0.358,µg/m³,2021-06-17T22:00:00Z,2021-06-18T22:00:00Z,0.2800000011920929,0.44999998807907104,21.0,5
bc,0.438,µg/m³,2021-06-18T22:00:00Z,2021-06-19T22:00:00Z,0.33000001311302185,0.8199999928474426,75.0,18
bc,0.536,µg/m³,2021-06-19T22:00:00Z,2021-06-20T22:00:00Z,0.3100000023841858,0.9599999785423279,96.0,23
bc,0.693,µg/m³,2021-06-20T22:00:00Z,2021-06-21T22:00:00Z,0.41999998688697815,1.0299999713897705,79.0,19
bc,1.08,µg/m³,2021-06-21T22:00:00Z,2021-06-22T22:00:00Z,0.6700000166893005,1.690000057220459,88.0,21
bc,1.66,µg/m³,2021-06-22T22:00:00Z,2021-06-23T22:00:00Z,1.0,2.619999885559082,83.0,20
bc,1.94,µg/m³,2021-06-23T22:00:00Z,2021-06-24T22:00:00Z,1.2799999713897705,2.609999895095825,88.0,21
bc,2.65,µg/m³,2021-06-24T22:00:00Z,2021-06-25T22:00:00Z,2.2200000286102295,3.119999885559082,21.0,5
bc,3.01,µg/m³,2021-06-25T22:00:00Z,2021-06-26T22:00:00Z,1.8700000047683716,4.940000057220459,83.0,20
bc,4.28,µg/m³,2021-06-26T22:00:00Z,2021-06-27T22:00:00Z,2.869999885559082,10.800000190734863,79.0,19
bc,3.97,µg/m³,2021-06-27T22:00:00Z,2021-06-28T22:00:00Z,2.930000066757202,4.929999828338623,88.0,21
bc,3.35,µg/m³,2021-06-28T22:00:00Z,2021-06-29T22:00:00Z,0.23999999463558197,10.920000076293945,75.0,18
bc,0.35,µg/m³,2021-06-29T22:00:00Z,2021-06-30T22:00:00Z,0.3499999940395355,0.3499999940395355,8.0,2
bc,0.35,µg/m³,2021-06-30T22:00:00Z,2021-07-01T22:00:00Z,0.3400000035762787,0.36000001430511475,8.0,2
bc,0.227,µg/m³,2021-07-01T22:00:00Z,2021-07-02T22:00:00Z,0.1599999964237213,0.38999998569488525,88.0,21
bc,0.336,µg/m³,2021-07-02T22:00:00Z,2021-07-03T22:00:00Z,0.14000000059604645,1.309999942779541,96.0,23
bc,0.333,µg/m³,2021-07-03T22:00:00Z,2021-07-04T22:00:00Z,0.11999999731779099,0.9599999785423279,92.0,22
bc,0.48,µg/m³,2021-07-04T22:00:00Z,2021-07-05T22:00:00Z,0.12999999523162842,2.4800000190734863,88.0,21
bc,0.415,µg/m³,2021-07-05T22:00:00Z,2021-07-06T22:00:00Z,0.15000000596046448,1.7599999904632568,92.0,22
bc,0.412,µg/m³,2021-07-06T22:00:00Z,2021-07-07T22:00:00Z,0.4000000059604645,0.4300000071525574,21.0,5
bc,0.377,µg/m³,2021-07-07T22:00:00Z,2021-07-08T22:00:00Z,0.25999999046325684,0.5899999737739563,75.0,18
bc,0.417,µg/m³,2021-07-08T22:00:00Z,2021-07-09T22:00:00Z,0.12999999523162842,0.6700000166893005,100.0,24
bc,0.39,µg/m³,2021-07-09T22:00:00Z,2021-07-10T22:00:00Z,0.3400000035762787,0.4300000071525574,13.0,3
bc,0.41,µg/m³,2021-07-11T22:00:00Z,2021-07-12T22:00:00Z,0.28999999165534973,0.5,21.0,5
bc,0.343,µg/m³,2021-07-12T22:00:00Z,2021-07-13T22:00:00Z,0.25999999046325684,0.699999988079071,92.0,22
bc,0.467,µg/m³,2021-07-13T22:00:00Z,2021-07-14T22:00:00Z,0.0,0.7599999904632568,100.0,24
bc,0.164,µg/m³,2021-07-14T22:00:00Z,2021-07-15T22:00:00Z,0.0,0.38999998569488525,29.0,7
bc,0.436,µg/m³,2021-07-15T22:00:00Z,2021-07-16T22:00:00Z,0.23999999463558197,0.5899999737739563,21.0,5
bc,0.311,µg/m³,2021-07-16T22:00:00Z,2021-07-17T22:00:00Z,0.18000000715255737,0.5400000214576721,50.0,12
bc,0.137,µg/m³,2021-07-17T22:00:00Z,2021-07-18T22:00:00Z,0.0,0.3400000035762787,100.0,24
bc,0.132,µg/m³,2021-07-18T22:00:00Z,2021-07-19T22:00:00Z,0.0,0.36000001430511475,88.0,21
bc,0.378,µg/m³,2021-07-19T22:00:00Z,2021-07-20T22:00:00Z,0.15000000596046448,2.109999895095825,100.0,24
bc,0.295,µg/m³,2021-07-20T22:00:00Z,2021-07-21T22:00:00Z,0.23000000417232513,0.3499999940395355,17.0,4
bc,0.352,µg/m³,2021-07-21T22:00:00Z,2021-07-22T22:00:00Z,0.12999999523162842,0.6800000071525574,100.0,24
bc,0.386,µg/m³,2021-07-22T22:00:00Z,2021-07-23T22:00:00Z,0.1899999976158142,0.8600000143051147,83.0,20
bc,0.524,µg/m³,2021-07-23T22:00:00Z,2021-07-24T22:00:00Z,0.27000001072883606,1.190000057220459,88.0,21
bc,0.5,µg/m³,2021-07-24T22:00:00Z,2021-07-25T22:00:00Z,0.44999998807907104,0.5600000023841858,42.0,10
bc,0.436,µg/m³,2021-08-02T22:00:00Z,2021-08-03T22:00:00Z,0.2800000011920929,0.5400000214576721,21.0,5
bc,0.38,µg/m³,2021-08-03T22:00:00Z,2021-08-04T22:00:00Z,0.27000001072883606,0.7699999809265137,67.0,16
bc,0.268,µg/m³,2021-08-05T22:00:00Z,2021-08-06T22:00:00Z,0.23000000417232513,0.3199999928474426,79.0,19
bc,0.94,µg/m³,2021-08-08T22:00:00Z,2021-08-09T22:00:00Z,0.20999999344348907,2.190000057220459,25.0,6
bc,0.525,µg/m³,2021-08-09T22:00:00Z,2021-08-10T22:00:00Z,0.27000001072883606,1.0299999713897705,100.0,24
bc,0.508,µg/m³,2021-08-10T22:00:00Z,2021-08-11T22:00:00Z,0.23999999463558197,2.180000066757202,96.0,23
bc,0.659,µg/m³,2021-08-11T22:00:00Z,2021-08-12T22:00:00Z,0.17000000178813934,2.619999885559082,100.0,24
bc,0.671,µg/m³,2021-08-12T22:00:00Z,2021-08-13T22:00:00Z,0.3100000023841858,1.7300000190734863,58.0,14
bc,0.552,µg/m³,2021-08-13T22:00:00Z,2021-08-14T22:00:00Z,0.28999999165534973,0.9599999785423279,100.0,24
bc,0.511,µg/m³,2021-08-14T22:00:00Z,2021-08-15T22:00:00Z,0.1899999976158142,1.0499999523162842,100.0,24
bc,0.407,µg/m³,2021-08-15T22:00:00Z,2021-08-16T22:00:00Z,0.25,0.5400000214576721,100.0,24
bc,0.278,µg/m³,2021-08-16T22:00:00Z,2021-08-17T22:00:00Z,0.20000000298023224,0.4300000071525574,100.0,24
bc,0.325,µg/m³,2021-08-17T22:00:00Z,2021-08-18T22:00:00Z,0.25,0.5099999904632568,100.0,24
bc,0.34,µg/m³,2021-08-18T22:00:00Z,2021-08-19T22:00:00Z,0.30000001192092896,0.4300000071525574,38.0,9
bc,0.381,µg/m³,2021-08-19T22:00:00Z,2021-08-20T22:00:00Z,0.25999999046325684,0.7900000214576721,46.0,11
bc,0.531,µg/m³,2021-08-20T22:00:00Z,2021-08-21T22:00:00Z,0.20000000298023224,2.380000114440918,100.0,24
bc,0.548,µg/m³,2021-08-21T22:00:00Z,2021-08-22T22:00:00Z,0.36000001430511475,1.6699999570846558,100.0,24
bc,0.502,µg/m³,2021-08-22T22:00:00Z,2021-08-23T22:00:00Z,0.27000001072883606,1.3899999856948853,79.0,19
bc,0.4,µg/m³,2021-08-23T22:00:00Z,2021-08-24T22:00:00Z,0.25999999046325684,0.8399999737739563,100.0,24
bc,0.532,µg/m³,2021-08-24T22:00:00Z,2021-08-25T22:00:00Z,0.28999999165534973,0.7599999904632568,96.0,23
bc,0.437,µg/m³,2021-08-25T22:00:00Z,2021-08-26T22:00:00Z,0.3499999940395355,0.5400000214576721,50.0,12
bc,0.785,µg/m³,2021-08-26T22:00:00Z,2021-08-27T22:00:00Z,0.3400000035762787,2.049999952316284,71.0,17
bc,1.04,µg/m³,2021-08-27T22:00:00Z,2021-08-28T22:00:00Z,0.30000001192092896,3.2300000190734863,100.0,24
bc,1.24,µg/m³,2021-08-28T22:00:00Z,2021-08-29T22:00:00Z,0.4300000071525574,3.299999952316284,100.0,24
bc,1.37,µg/m³,2021-08-29T22:00:00Z,2021-08-30T22:00:00Z,1.340000033378601,1.3899999856948853,8.0,2
bc,0.55,µg/m³,2021-08-30T22:00:00Z,2021-08-31T22:00:00Z,0.3400000035762787,0.7099999785423279,92.0,22
bc,0.374,µg/m³,2021-08-31T22:00:00Z,2021-09-01T22:00:00Z,0.30000001192092896,0.6299999952316284,100.0,24
bc,0.7,µg/m³,2021-09-01T22:00:00Z,2021-09-02T22:00:00Z,0.25999999046325684,3.1600000858306885,100.0,24
bc,0.931,µg/m³,2021-09-02T22:00:00Z,2021-09-03T22:00:00Z,0.23999999463558197,2.809999942779541,100.0,24
bc,0.427,µg/m³,2021-09-03T22:00:00Z,2021-09-04T22:00:00Z,0.4099999964237213,0.44999998807907104,13.0,3
bc,0.461,µg/m³,2021-09-05T22:00:00Z,2021-09-06T22:00:00Z,0.28999999165534973,0.7599999904632568,71.0,17
bc,7.85,µg/m³,2021-09-06T22:00:00Z,2021-09-07T22:00:00Z,0.4399999976158142,30.020000457763672,17.0,4
bc,1.6,µg/m³,2021-09-07T22:00:00Z,2021-09-08T22:00:00Z,0.41999998688697815,11.720000267028809,58.0,14
bc,0.829,µg/m³,2021-09-08T22:00:00Z,2021-09-09T22:00:00Z,0.41999998688697815,1.4900000095367432,100.0,24
bc,0.827,µg/m³,2021-09-09T22:00:00Z,2021-09-10T22:00:00Z,0.3700000047683716,1.3600000143051147,100.0,24
bc,0.939,µg/m³,2021-09-10T22:00:00Z,2021-09-11T22:00:00Z,0.4000000059604645,1.6299999952316284,100.0,24
bc,0.666,µg/m³,2021-09-11T22:00:00Z,2021-09-12T22:00:00Z,0.25999999046325684,1.0499999523162842,96.0,23
bc,0.615,µg/m³,2021-09-12T22:00:00Z,2021-09-13T22:00:00Z,0.28999999165534973,1.1100000143051147,100.0,24
bc,0.849,µg/m³,2021-09-13T22:00:00Z,2021-09-14T22:00:00Z,0.3400000035762787,2.569999933242798,83.0,20
bc,0.743,µg/m³,2021-09-14T22:00:00Z,2021-09-15T22:00:00Z,0.4099999964237213,1.1200000047683716,75.0,18
bc,0.75,µg/m³,2021-09-15T22:00:00Z,2021-09-16T22:00:00Z,0.49000000953674316,1.3799999952316284,100.0,24
bc,0.439,µg/m³,2021-09-16T22:00:00Z,2021-09-17T22:00:00Z,0.2800000011920929,0.6600000262260437,100.0,24
bc,0.575,µg/m³,2021-09-17T22:00:00Z,2021-09-18T22:00:00Z,0.27000001072883606,1.1200000047683716,100.0,24
bc,0.561,µg/m³,2021-09-18T22:00:00Z,2021-09-19T22:00:00Z,0.49000000953674316,0.7300000190734863,100.0,24
bc,0.892,µg/m³,2021-09-19T22:00:00Z,2021-09-20T22:00:00Z,0.4699999988079071,2.4100000858306885,100.0,24
bc,1.01,µg/m³,2021-09-20T22:00:00Z,2021-09-21T22:00:00Z,0.3700000047683716,2.259999990463257,100.0,24
bc,0.774,µg/m³,2021-09-21T22:00:00Z,2021-09-22T22:00:00Z,0.4300000071525574,1.7599999904632568,100.0,24
bc,0.859,µg/m³,2021-09-22T22:00:00Z,2021-09-23T22:00:00Z,0.47999998927116394,1.590000033378601,96.0,23
bc,0.77,µg/m³,2021-09-23T22:00:00Z,2021-09-24T22:00:00Z,0.4000000059604645,1.340000033378601,29.0,7
bc,0.723,µg/m³,2021-09-24T22:00:00Z,2021-09-25T22:00:00Z,0.3700000047683716,1.4700000286102295,96.0,23
bc,0.91,µg/m³,2021-09-25T22:00:00Z,2021-09-26T22:00:00Z,0.3400000035762787,1.6799999475479126,100.0,24
bc,0.394,µg/m³,2021-09-26T22:00:00Z,2021-09-27T22:00:00Z,0.0,0.8899999856948853,100.0,24
bc,0.774,µg/m³,2021-09-27T22:00:00Z,2021-09-28T22:00:00Z,0.5400000214576721,1.4800000190734863,100.0,24
bc,0.89,µg/m³,2021-09-28T22:00:00Z,2021-09-29T22:00:00Z,0.8600000143051147,0.9200000166893005,8.0,2
bc,1.4,µg/m³,2021-09-29T22:00:00Z,2021-09-30T22:00:00Z,0.3199999928474426,4.989999771118164,92.0,22
bc,2.18,µg/m³,2021-09-30T22:00:00Z,2021-10-01T22:00:00Z,0.4300000071525574,5.670000076293945,100.0,24
bc,1.19,µg/m³,2021-10-01T22:00:00Z,2021-10-02T22:00:00Z,0.7099999785423279,2.7799999713897705,100.0,24
bc,1.2,µg/m³,2021-10-02T22:00:00Z,2021-10-03T22:00:00Z,0.5699999928474426,4.699999809265137,100.0,24
bc,1.93,µg/m³,2021-10-03T22:00:00Z,2021-10-04T22:00:00Z,0.6000000238418579,8.229999542236328,100.0,24
bc,1.56,µg/m³,2021-10-04T22:00:00Z,2021-10-05T22:00:00Z,0.6499999761581421,5.840000152587891,100.0,24
bc,1.05,µg/m³,2021-10-05T22:00:00Z,2021-10-06T22:00:00Z,0.7900000214576721,1.409999966621399,88.0,21
bc,0.934,µg/m³,2021-10-06T22:00:00Z,2021-10-07T22:00:00Z,0.7200000286102295,1.350000023841858,100.0,24
bc,0.924,µg/m³,2021-10-07T22:00:00Z,2021-10-08T22:00:00Z,0.6200000047683716,1.6399999856948853,100.0,24
bc,1.08,µg/m³,2021-10-08T22:00:00Z,2021-10-09T22:00:00Z,1.0499999523162842,1.1399999856948853,13.0,3
bc,2.28,µg/m³,2021-10-10T22:00:00Z,2021-10-11T22:00:00Z,0.8199999928474426,5.860000133514404,79.0,19
bc,1.15,µg/m³,2021-10-11T22:00:00Z,2021-10-12T22:00:00Z,0.44999998807907104,2.869999885559082,100.0,24
bc,1.16,µg/m³,2021-10-12T22:00:00Z,2021-10-13T22:00:00Z,0.41999998688697815,2.7899999618530273,100.0,24
bc,1.6,µg/m³,2021-10-13T22:00:00Z,2021-10-14T22:00:00Z,0.8899999856948853,2.880000114440918,100.0,24
bc,0.899,µg/m³,2021-10-14T22:00:00Z,2021-10-15T22:00:00Z,0.4399999976158142,1.6200000047683716,100.0,24
bc,1.03,µg/m³,2021-10-15T22:00:00Z,2021-10-16T22:00:00Z,0.3799999952316284,3.7300000190734863,100.0,24
bc,1.7,µg/m³,2021-10-16T22:00:00Z,2021-10-17T22:00:00Z,1.2699999809265137,4.590000152587891,100.0,24
bc,1.22,µg/m³,2021-10-17T22:00:00Z,2021-10-18T22:00:00Z,0.6700000166893005,2.8399999141693115,100.0,24
bc,1.53,µg/m³,2021-10-18T22:00:00Z,2021-10-19T22:00:00Z,1.0299999713897705,2.930000066757202,100.0,24
bc,0.935,µg/m³,2021-10-19T22:00:00Z,2021-10-20T22:00:00Z,0.5799999833106995,1.3200000524520874,100.0,24
bc,0.833,µg/m³,2021-10-20T22:00:00Z,2021-10-21T22:00:00Z,0.4000000059604645,2.119999885559082,100.0,24
bc,0.516,µg/m³,2021-10-21T22:00:00Z,2021-10-22T22:00:00Z,0.25,1.1699999570846558,100.0,24
bc,0.666,µg/m³,2021-10-22T22:00:00Z,2021-10-23T22:00:00Z,0.2800000011920929,1.9500000476837158,100.0,24
bc,1.65,µg/m³,2021-10-23T22:00:00Z,2021-10-24T22:00:00Z,0.5699999928474426,5.840000152587891,100.0,24
bc,1.95,µg/m³,2021-10-24T22:00:00Z,2021-10-25T22:00:00Z,1.0199999809265137,3.9100000858306885,100.0,24
bc,2.2,µg/m³,2021-10-25T22:00:00Z,2021-10-26T22:00:00Z,1.090000033378601,8.0600004196167,100.0,24
